	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161000.1.p	Glyma.19G161000.1.p	G.max Wm82.a4.v1	1.66e-13	40	95	+/+	AT4G32280.1	161	250	110	204	70.0922	38	53	5	251	205
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr6g488150.1	Medtr6g488150.1	M.truncatula Mt4.0v1	1.67e-13	26	182	+/+	AT4G32280.1	94	249	101	250	70.8626	48	77	58	251	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G180000.1.p	Glyma.10G180000.1.p	G.max Wm82.a4.v1	1.87e-13	38	86	+/+	AT4G32280.1	160	240	29	114	67.781	33	52	5	251	126
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G148800.1.p	GlysoPI483463.10G148800.1.p	G.soja v1.1	2.28e-13	38	86	+/+	AT4G32280.1	160	240	96	181	69.3218	33	52	5	251	193
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14560.1	AT4G14560.1	A.thaliana Araport11	2.41e-13	39	85	+/+	AT4G32280.1	161	240	76	160	68.5514	33	52	5	251	169
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0014958.1	Lj5g0014958.1	L.japonicus Lj1.0v1	2.45e-13	30	172	+/+	AT4G32280.1	93	240	85	253	70.4774	51	71	27	251	277
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G203200.1.p	GlysoPI483463.19G203200.1.p	G.soja v1.1	2.54e-13	27	180	+/+	AT4G32280.1	94	249	71	226	69.707	48	81	48	251	231
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G245200.1.p	Glyma.19G245200.1.p	G.max Wm82.a4.v1	2.54e-13	27	180	+/+	AT4G32280.1	94	249	71	226	69.707	48	81	48	251	231
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23030.2	AT3G23030.2	A.thaliana Araport11	2.86e-13	40	85	+/+	AT4G32280.1	161	240	166	250	70.0922	34	51	5	251	262
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g102490.1	Medtr2g102490.1	M.truncatula Mt4.0v1	3.10e-13	37	93	+/+	AT4G32280.1	161	239	88	180	68.9366	34	53	14	251	199
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G000500.1.p	GlysoPI483463.02G000500.1.p	G.soja v1.1	3.32e-13	41	86	+/+	AT4G32280.1	160	240	96	181	68.9366	35	52	5	251	193
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G000500.1.p	Glyma.02G000500.1.p	G.max Wm82.a4.v1	3.32e-13	41	86	+/+	AT4G32280.1	160	240	96	181	68.9366	35	52	5	251	193
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g101500.1	Medtr2g101500.1	M.truncatula Mt4.0v1	3.57e-13	36	101	+/+	AT4G32280.1	160	240	207	307	70.4774	36	55	20	251	327
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029300.1.p	GlysoPI483463.10G029300.1.p	G.soja v1.1	3.59e-13	42	86	+/+	AT4G32280.1	160	240	102	187	68.9366	36	50	5	251	198
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031800.3.p	Glyma.10G031800.3.p	G.max Wm82.a4.v1	3.59e-13	42	86	+/+	AT4G32280.1	160	240	102	187	68.9366	36	50	5	251	198
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124800.1.p	GlysoPI483463.19G124800.1.p	G.soja v1.1	3.61e-13	39	97	+/+	AT4G32280.1	161	250	110	204	68.9366	38	53	9	251	205
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04100.1	AT1G04100.1	A.thaliana Araport11	3.77e-13	32	170	+/+	AT4G32280.1	96	240	95	252	69.707	54	78	37	251	262
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G46990.1	AT2G46990.1	A.thaliana Araport11	4.03e-13	42	86	+/+	AT4G32280.1	161	240	86	170	68.1662	36	49	7	251	176
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.2.p	Glyma.08G203100.2.p	G.max Wm82.a4.v1	9.11e-13	35	101	+/+	AT4G32280.1	160	240	186	286	69.3218	35	56	20	251	306
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G186400.1.p	GlysoPI483463.08G186400.1.p	G.soja v1.1	9.22e-13	35	101	+/+	AT4G32280.1	160	240	203	303	69.3218	35	56	20	251	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.1.p	Glyma.08G203100.1.p	G.max Wm82.a4.v1	9.22e-13	35	101	+/+	AT4G32280.1	160	240	203	303	69.3218	35	56	20	251	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G193000.1.p	Glyma.09G193000.1.p	G.max Wm82.a4.v1	9.43e-13	35	101	+/+	AT4G32280.1	160	240	188	288	69.3218	35	55	20	251	308
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.1	AT4G14550.1	A.thaliana Araport11	1.15e-158	100	228	+/+	AT4G14550.1	1	228	1	228	440.654	228	228	0	228	229
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.2	AT4G14550.2	A.thaliana Araport11	4.40e-149	100	217	+/+	AT4G14550.1	1	217	1	217	416.772	216	216	0	228	235
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.3	AT4G14550.3	A.thaliana Araport11	3.52e-133	100	196	+/+	AT4G14550.1	1	196	1	196	375.17	196	196	0	228	197
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.1	AT3G23050.1	A.thaliana Araport11	2.80e-131	80	238	+/+	AT4G14550.1	1	228	6	243	372.089	190	201	10	228	244
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G180100.1.p	Glyma.10G180100.1.p	G.max Wm82.a4.v1	4.28e-122	77	234	+/+	AT4G14550.1	1	228	13	239	348.591	180	194	13	228	240
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G148900.1.p	GlysoPI483463.10G148900.1.p	G.soja v1.1	4.32e-121	76	232	+/+	AT4G14550.1	1	228	13	239	346.28	177	191	9	228	240
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173300.1.p	GlysoPI483463.20G173300.1.p	G.soja v1.1	1.18e-117	75	240	+/+	AT4G14550.1	1	228	11	243	337.806	180	193	19	228	244
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.1	Medtr1g093240.1	M.truncatula Mt4.0v1	2.33e-117	75	236	+/+	AT4G14550.1	1	228	8	236	336.65	176	192	15	228	237
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G210400.1.p	Glyma.20G210400.1.p	G.max Wm82.a4.v1	2.23e-116	74	244	+/+	AT4G14550.1	1	228	95	331	337.806	180	193	23	228	332
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0010241.1	Lj5g0010241.1	L.japonicus Lj1.0v1	7.48e-115	74	236	+/+	AT4G14550.1	1	228	12	242	330.487	174	193	13	228	243
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.2	Medtr1g093240.2	M.truncatula Mt4.0v1	8.23e-109	74	224	+/+	AT4G14550.1	1	216	8	224	315.079	165	181	15	228	240
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.2	AT3G23050.2	A.thaliana Araport11	1.43e-108	78	204	+/+	AT4G14550.1	1	195	6	209	313.538	160	169	9	228	211
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04250.1	AT1G04250.1	A.thaliana Araport11	1.26e-101	66	234	+/+	AT4G14550.1	1	228	7	229	296.59	155	185	17	228	230
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G162400.2.p	Glyma.10G162400.2.p	G.max Wm82.a4.v1	2.61e-97	63	240	+/+	AT4G14550.1	1	228	2	231	285.804	151	178	22	228	232
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04730.1	AT3G04730.1	A.thaliana Araport11	3.12e-97	63	242	+/+	AT4G14550.1	1	228	2	236	285.804	152	176	21	228	237
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0024576.1	Lj1g0024576.1	L.japonicus Lj1.0v1	1.66e-96	64	247	+/+	AT4G14550.1	1	228	16	257	284.648	158	176	24	228	258
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G133000.1.p	GlysoPI483463.10G133000.1.p	G.soja v1.1	2.32e-96	63	240	+/+	AT4G14550.1	1	228	2	231	283.108	150	177	22	228	232
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.4	AT4G14550.4	A.thaliana Araport11	7.45e-96	100	151	+/+	AT4G14550.1	1	151	1	151	280.026	151	151	0	228	184
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.3	Medtr1g093240.3	M.truncatula Mt4.0v1	1.22e-94	72	203	+/+	AT4G14550.1	1	195	8	203	277.715	146	162	15	228	205
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123700.1.p	GlysoPI483463.03G123700.1.p	G.soja v1.1	1.89e-92	63	251	+/+	AT4G14550.1	1	228	11	254	274.248	159	179	30	228	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158700.1.p	Glyma.03G158700.1.p	G.max Wm82.a4.v1	1.89e-92	63	251	+/+	AT4G14550.1	1	228	11	254	274.248	159	179	30	228	255
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124500.1.p	GlysoPI483463.02G124500.1.p	G.soja v1.1	1.19e-91	64	247	+/+	AT4G14550.1	1	228	1	246	271.937	159	179	20	228	247
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142500.3.p	Glyma.02G142500.3.p	G.max Wm82.a4.v1	1.19e-91	64	247	+/+	AT4G14550.1	1	228	1	246	271.937	159	179	20	228	247
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g070520.1	Medtr1g070520.1	M.truncatula Mt4.0v1	2.83e-91	65	244	+/+	AT4G14550.1	1	228	13	245	270.781	158	175	27	228	246
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124900.1.p	GlysoPI483463.19G124900.1.p	G.soja v1.1	3.90e-91	63	251	+/+	AT4G14550.1	1	228	10	252	270.781	157	175	31	228	253
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161100.1.p	Glyma.19G161100.1.p	G.max Wm82.a4.v1	3.90e-91	63	251	+/+	AT4G14550.1	1	228	10	252	270.781	157	175	31	228	253
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr7g096090.1	Medtr7g096090.1	M.truncatula Mt4.0v1	4.20e-91	63	241	+/+	AT4G14550.1	1	228	11	250	270.781	152	174	14	228	251
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029400.1.p	GlysoPI483463.10G029400.1.p	G.soja v1.1	3.58e-90	68	216	+/+	AT4G14550.1	30	228	35	248	268.085	147	165	19	228	249
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.1.p	Glyma.10G031900.1.p	G.max Wm82.a4.v1	3.58e-90	68	216	+/+	AT4G14550.1	30	228	35	248	268.085	147	165	19	228	249
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.1	Medtr1g080860.1	M.truncatula Mt4.0v1	1.43e-89	63	240	+/+	AT4G14550.1	1	228	15	253	266.929	152	177	13	228	254
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0008395.1	Lj1g0008395.1	L.japonicus Lj1.0v1	2.18e-88	59	245	+/+	AT4G14550.1	1	228	11	253	263.848	145	178	19	228	254
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G187100.1.p	GlysoPI483463.20G187100.1.p	G.soja v1.1	3.03e-87	60	241	+/+	AT4G14550.1	1	228	2	227	259.996	145	168	28	228	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G225000.1.p	Glyma.20G225000.1.p	G.max Wm82.a4.v1	3.03e-87	60	241	+/+	AT4G14550.1	1	228	2	227	259.996	145	168	28	228	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.3.p	Glyma.10G031900.3.p	G.max Wm82.a4.v1	6.42e-87	68	216	+/+	AT4G14550.1	30	228	35	247	259.996	146	164	20	228	248
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G247400.1.p	Glyma.03G247400.1.p	G.max Wm82.a4.v1	6.57e-86	60	241	+/+	AT4G14550.1	1	228	11	243	257.299	145	170	21	228	244
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G205900.1.p	GlysoPI483463.03G205900.1.p	G.soja v1.1	1.27e-85	60	241	+/+	AT4G14550.1	1	228	11	243	256.529	145	170	21	228	244
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0019198.1	Lj5g0019198.1	L.japonicus Lj1.0v1	7.41e-83	66	204	+/+	AT4G14550.1	37	228	61	263	249.98	135	153	13	228	264
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.2	Medtr1g080860.2	M.truncatula Mt4.0v1	5.43e-82	62	229	+/+	AT4G14550.1	1	217	15	242	247.284	142	166	13	228	244
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0007982.1	Lj5g0007982.1	L.japonicus Lj1.0v1	9.40e-82	60	251	+/+	AT4G14550.1	1	225	16	265	247.284	150	175	27	228	267
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G203200.1.p	GlysoPI483463.19G203200.1.p	G.soja v1.1	4.73e-78	58	238	+/+	AT4G14550.1	1	228	11	230	236.884	137	165	28	228	231
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G245200.1.p	Glyma.19G245200.1.p	G.max Wm82.a4.v1	4.73e-78	58	238	+/+	AT4G14550.1	1	228	11	230	236.884	137	165	28	228	231
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.3	AT3G23050.3	A.thaliana Araport11	5.22e-76	74	162	+/+	AT4G14550.1	1	153	6	167	229.18	120	127	9	228	168
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr6g488150.1	Medtr6g488150.1	M.truncatula Mt4.0v1	1.29e-75	52	248	+/+	AT4G14550.1	1	228	15	254	231.491	130	163	28	228	255
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G033800.1.p	GlysoPI483463.08G033800.1.p	G.soja v1.1	1.40e-72	48	277	+/+	AT4G14550.1	1	227	84	356	227.254	133	163	54	228	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.1.p	Glyma.08G036400.1.p	G.max Wm82.a4.v1	1.40e-72	48	277	+/+	AT4G14550.1	1	227	84	356	227.254	133	163	54	228	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G229300.1.p	Glyma.05G229300.1.p	G.max Wm82.a4.v1	5.62e-71	49	271	+/+	AT4G14550.1	1	227	22	286	220.705	134	161	50	228	288
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.05G196100.1.p	GlysoPI483463.05G196100.1.p	G.soja v1.1	6.84e-71	49	271	+/+	AT4G14550.1	1	227	22	286	220.705	134	161	50	228	288
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.1	Medtr5g030710.1	M.truncatula Mt4.0v1	2.79e-70	47	285	+/+	AT4G14550.1	1	228	51	335	220.705	133	166	57	228	336
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.2	Medtr5g030710.2	M.truncatula Mt4.0v1	2.79e-70	47	285	+/+	AT4G14550.1	1	228	51	335	220.705	133	166	57	228	336
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G193000.1.p	Glyma.09G193000.1.p	G.max Wm82.a4.v1	3.94e-68	47	284	+/+	AT4G14550.1	1	228	30	307	214.157	134	164	62	228	308
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G016300.1.p	GlysoPI483463.15G016300.1.p	G.soja v1.1	5.19e-68	46	287	+/+	AT4G14550.1	1	228	35	319	214.157	131	170	61	228	320
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G017500.1.p	Glyma.15G017500.1.p	G.max Wm82.a4.v1	5.19e-68	46	287	+/+	AT4G14550.1	1	228	35	319	214.157	131	170	61	228	320
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g103030.1	Medtr8g103030.1	M.truncatula Mt4.0v1	1.03e-67	49	275	+/+	AT4G14550.1	1	227	24	292	212.616	134	162	54	228	294
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G018200.1.p	GlysoPI483463.01G018200.1.p	G.soja v1.1	1.39e-67	46	291	+/+	AT4G14550.1	1	228	71	359	214.542	133	169	65	228	360
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G019400.2.p	Glyma.01G019400.2.p	G.max Wm82.a4.v1	1.39e-67	46	291	+/+	AT4G14550.1	1	228	71	359	214.542	133	169	65	228	360
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G151700.1.p	GlysoPI483463.09G151700.1.p	G.soja v1.1	1.61e-67	47	284	+/+	AT4G14550.1	1	228	30	307	212.616	133	163	62	228	308
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0007769.1	Lj2g0007769.1	L.japonicus Lj1.0v1	1.92e-67	47	283	+/+	AT4G14550.1	1	228	66	347	213.772	134	160	56	228	348
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj4g0021637.1	Lj4g0021637.1	L.japonicus Lj1.0v1	1.99e-67	48	282	+/+	AT4G14550.1	1	228	24	303	212.231	135	169	56	228	304
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G161100.1.p	GlysoPI483463.09G161100.1.p	G.soja v1.1	4.29e-67	46	290	+/+	AT4G14550.1	1	227	66	353	213.001	133	168	65	228	355
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.1.p	Glyma.09G203300.1.p	G.max Wm82.a4.v1	4.63e-67	46	290	+/+	AT4G14550.1	1	227	66	353	213.001	133	168	65	228	355
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G076600.1.p	GlysoPI483463.01G076600.1.p	G.soja v1.1	5.42e-67	45	290	+/+	AT4G14550.1	1	227	67	349	212.616	131	166	70	228	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.3.p	Glyma.01G098000.3.p	G.max Wm82.a4.v1	5.42e-67	45	290	+/+	AT4G14550.1	1	227	67	349	212.616	131	166	70	228	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.4.p	Glyma.01G098000.4.p	G.max Wm82.a4.v1	5.42e-67	45	290	+/+	AT4G14550.1	1	227	67	349	212.616	131	166	70	228	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.5.p	Glyma.01G098000.5.p	G.max Wm82.a4.v1	5.42e-67	45	290	+/+	AT4G14550.1	1	227	67	349	212.616	131	166	70	228	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.6.p	Glyma.01G098000.6.p	G.max Wm82.a4.v1	5.42e-67	45	290	+/+	AT4G14550.1	1	227	67	349	212.616	131	166	70	228	351
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g067530.1	Medtr8g067530.1	M.truncatula Mt4.0v1	8.04e-67	45	283	+/+	AT4G14550.1	1	228	75	356	212.231	126	166	56	228	357
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.2.p	Glyma.08G036400.2.p	G.max Wm82.a4.v1	9.96e-67	47	266	+/+	AT4G14550.1	1	216	21	282	209.92	124	153	54	228	291
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G356600.1.p	Glyma.13G356600.1.p	G.max Wm82.a4.v1	2.77e-66	47	286	+/+	AT4G14550.1	1	228	26	307	209.534	134	165	62	228	308
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G304400.1.p	GlysoPI483463.13G304400.1.p	G.soja v1.1	9.64e-66	47	286	+/+	AT4G14550.1	1	228	26	307	207.994	133	165	62	228	308
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.3	AT2G22670.3	A.thaliana Araport11	1.59e-65	53	215	+/+	AT4G14550.1	28	227	105	318	207.994	115	147	16	228	322
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.1	AT2G22670.1	A.thaliana Araport11	1.59e-65	53	215	+/+	AT4G14550.1	28	227	105	318	207.994	115	147	16	228	322
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0018097.2	Lj2g0018097.2	L.japonicus Lj1.0v1	1.84e-65	47	281	+/+	AT4G14550.1	1	227	33	307	207.223	131	162	60	228	309
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.2.p	Glyma.04G089900.2.p	G.max Wm82.a4.v1	1.93e-65	45	297	+/+	AT4G14550.1	1	228	66	360	209.149	133	163	71	228	361
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.1.p	Glyma.04G089900.1.p	G.max Wm82.a4.v1	1.93e-65	45	297	+/+	AT4G14550.1	1	228	66	360	209.149	133	163	71	228	361
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.4	AT2G22670.4	A.thaliana Araport11	1.97e-65	53	215	+/+	AT4G14550.1	28	227	122	335	208.379	115	147	16	228	339
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G65670.2	AT5G65670.2	A.thaliana Araport11	1.12e-64	46	277	+/+	AT4G14550.1	1	228	61	336	206.453	127	160	50	228	337
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g101500.1	Medtr2g101500.1	M.truncatula Mt4.0v1	1.14e-64	43	302	+/+	AT4G14550.1	1	228	25	326	206.068	131	166	74	228	327
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.1.p	Glyma.08G273500.1.p	G.max Wm82.a4.v1	1.17e-64	45	289	+/+	AT4G14550.1	1	227	68	349	206.838	129	165	69	228	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.2.p	Glyma.08G273500.2.p	G.max Wm82.a4.v1	1.17e-64	45	289	+/+	AT4G14550.1	1	227	68	349	206.838	129	165	69	228	351
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29080.1	AT4G29080.1	A.thaliana Araport11	1.20e-64	48	272	+/+	AT4G14550.1	1	227	38	304	205.297	130	157	50	228	306
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.04G082100.1.p	GlysoPI483463.04G082100.1.p	G.soja v1.1	1.32e-64	45	296	+/+	AT4G14550.1	1	227	66	359	206.838	133	161	71	228	361
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.4.p	Glyma.06G091700.4.p	G.max Wm82.a4.v1	1.63e-64	43	297	+/+	AT4G14550.1	1	228	66	361	206.453	127	164	70	228	362
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.3.p	Glyma.06G091700.3.p	G.max Wm82.a4.v1	1.63e-64	43	297	+/+	AT4G14550.1	1	228	66	361	206.453	127	164	70	228	362
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.14G146400.1.p	GlysoPI483463.14G146400.1.p	G.soja v1.1	1.82e-64	63	163	+/+	AT4G14550.1	67	227	205	366	206.838	102	125	3	228	368
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.14G185400.1.p	Glyma.14G185400.1.p	G.max Wm82.a4.v1	1.82e-64	63	163	+/+	AT4G14550.1	67	227	205	366	206.838	102	125	3	228	368
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.06G083600.1.p	GlysoPI483463.06G083600.1.p	G.soja v1.1	1.92e-64	43	297	+/+	AT4G14550.1	1	228	66	361	206.453	127	164	70	228	362
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G180600.1.p	GlysoPI483463.02G180600.1.p	G.soja v1.1	2.58e-64	64	161	+/+	AT4G14550.1	69	227	206	365	206.068	103	121	3	228	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.3.p	Glyma.02G218100.3.p	G.max Wm82.a4.v1	2.58e-64	64	161	+/+	AT4G14550.1	69	227	206	365	206.068	103	121	3	228	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.1.p	Glyma.02G218100.1.p	G.max Wm82.a4.v1	2.58e-64	64	161	+/+	AT4G14550.1	69	227	206	365	206.068	103	121	3	228	367
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G243300.1.p	GlysoPI483463.08G243300.1.p	G.soja v1.1	3.13e-64	45	289	+/+	AT4G14550.1	1	227	68	349	205.682	129	165	69	228	351
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/LjContig00408g0010987.2	LjContig00408g0010987.2	L.japonicus Lj1.0v1	1.21e-63	45	285	+/+	AT4G14550.1	1	228	69	351	204.142	128	163	59	228	352
